reportID	month	day	statefips	spend_accomodation_food	spend_arts_entertainment	spend_all	spend_general_merchandise	spend_grocery_food_store	spend_healthcare_social_assistance	spend_transportation_warehousing	spend_all_inchigh	spend_all_inclow	spend_all_incmiddle
16032	11	27	41	-0.588	-0.722	-0.176	-0.154	-0.0666	-0.301	-0.639	-0.146	-0.161	-0.193
16033	11	27	42	-0.5	-0.504	-0.16	-0.15	-0.221	-0.0794	-0.573	-0.205	-0.136	-0.165
16034	11	27	44	-0.691	-0.614	-0.147	-0.302	-0.689	-0.369	-0.573	-0.0386	-0.29	-0.15
16035	11	27	45	-0.182	-0.463	-0.0886	-0.0682	-0.211	0.0163	-0.489	-0.119	-0.0523	-0.0989
16036	11	27	46	-0.569	-0.479	-0.254	-0.103	-0.267	-0.116	-0.598	-0.292	-0.296	-0.247
16037	11	27	47	-0.185	-0.453	-0.105	-0.0903	-0.11	-0.104	-0.454	-0.203	-0.0628	-0.131
16038	11	27	48	-0.283	-0.573	-0.156	-0.2	-0.209	-0.0738	-0.475	-0.139	-0.111	-0.191
16039	11	27	49	-0.337	-0.471	-0.134	-0.132	-0.0284	-0.249	-0.468	-0.181	-0.217	-0.099
16040	11	27	50	-0.402	-0.643	-0.0597	-0.225	0.149	-0.318	-0.572	0.0381	.	-0.0401
16041	11	27	51	-0.413	-0.688	-0.159	-0.202	-0.174	-0.209	-0.527	-0.214	-0.104	-0.12
16042	11	27	53	-0.511	-0.656	-0.125	-0.174	0.0344	0.0149	-0.613	-0.15	-0.0204	-0.12
16043	11	27	54	-0.329	-0.376	-0.11	-0.0743	-0.235	-0.252	-0.468	-0.225	-0.115	-0.112
16044	11	27	55	-0.57	-0.609	-0.212	-0.181	-0.239	-0.274	-0.677	-0.244	-0.136	-0.212
16045	11	27	56	-0.435	-0.197	-0.218	-0.22	-0.408	-0.248	-0.542	-0.24	-0.203	-0.233
16046	11	28	1	-0.167	-0.423	-0.0473	-0.153	0.0348	-0.155	-0.388	-0.0198	-0.0106	-0.0935
16047	11	28	2	-0.442	-0.572	-0.158	-0.0617	0.101	-0.394	-0.59	-0.185	.	-0.0782
16048	11	28	4	-0.272	-0.474	-0.0528	-0.0422	0.0331	-0.0551	-0.479	-0.0639	-0.0578	-0.0449
16049	11	28	5	-0.142	-0.511	-0.0482	-0.04	-0.0335	-0.00864	-0.541	-0.161	-0.0441	-0.0469
16050	11	28	6	-0.425	-0.64	-0.119	-0.121	0.0735	-0.0368	-0.518	-0.129	-0.0936	-0.107
16051	11	28	8	-0.436	-0.696	-0.114	-0.17	0.0297	-0.0499	-0.579	-0.112	-0.131	-0.123
16052	11	28	9	-0.471	-0.584	-0.0227	0.0196	0.209	-0.235	-0.576	-0.0313	-0.0272	-0.012
16053	11	28	10	-0.44	-0.637	-0.163	-0.0919	0.0049	-0.206	-0.483	-0.197	-0.251	-0.149
16054	11	28	12	-0.199	-0.507	-0.088	-0.0845	0.0365	-0.0619	-0.46	-0.104	-0.071	-0.093
16055	11	28	13	-0.242	-0.544	-0.0773	-0.114	0.00743	-0.0772	-0.487	-0.0846	-0.0703	-0.0849
16056	11	28	15	-0.216	-0.435	0.0484	0.102	0.102	-0.0979	-0.41	-0.0101	0.618	0.124
16057	11	28	16	-0.194	-0.779	0.0195	0.02	0.0365	0.0334	-0.39	-0.184	-0.00133	0.0194
16058	11	28	17	-0.436	-0.586	-0.112	-0.0606	0.0582	-0.127	-0.487	-0.182	-0.124	-0.076
16059	11	28	18	-0.286	-0.764	-0.0285	-0.112	0.0586	-0.372	-0.474	0.0209	-0.0966	-0.0552
16060	11	28	19	-0.393	-0.608	-0.0967	-0.0813	-0.106	-0.089	-0.558	-0.121	-0.0442	-0.0949
16061	11	28	20	-0.284	-0.573	-0.105	0.0198	-0.0291	-0.224	-0.575	-0.118	-0.125	-0.0938
16062	11	28	21	-0.299	-0.563	-0.0652	-0.0766	0.0239	-0.0601	-0.462	-0.135	-0.0693	-0.0605
16063	11	28	22	-0.1	-0.497	0.0289	0.0194	0.0707	0.0994	-0.347	0.0127	0.0317	0.026
16064	11	28	23	-0.353	-0.431	-0.111	-0.0481	-0.121	-0.144	-0.513	-0.139	-0.0532	-0.129
16065	11	28	24	-0.37	-0.665	-0.0933	-0.0628	0.0923	-0.174	-0.551	-0.123	0.00124	-0.0769
16066	11	28	25	-0.324	-0.625	-0.0468	0.0468	0.149	-0.325	-0.591	-0.097	0.0583	0.0588
16067	11	28	26	-0.425	-0.627	-0.13	-0.06	-0.0446	-0.135	-0.567	-0.152	-0.0902	-0.14
16068	11	28	27	-0.515	-0.789	-0.103	-0.138	0.0327	-0.181	-0.605	-0.126	-0.164	-0.0853
16069	11	28	28	-0.134	-0.517	-0.0228	-0.0812	0.0471	-0.177	-0.392	-0.124	-0.0182	-0.00882
16070	11	28	29	-0.298	-0.73	-0.0636	-0.0567	0.0666	0.031	-0.469	-0.221	-0.0601	0.000985
16071	11	28	30	-0.376	-0.31	-0.0386	0.203	0.0664	-0.318	-0.443	-0.217	0.0205	-0.0675
16072	11	28	31	-0.24	-0.614	-0.0612	-0.0456	0.0119	-0.233	-0.441	-0.0715	-0.0774	-0.0542
16073	11	28	32	-0.272	-0.577	-0.0968	0.0161	0.034	-0.151	-0.438	-0.0774	-0.0979	-0.109
16074	11	28	33	-0.378	-0.724	-0.16	-0.0689	-0.0394	-0.0156	-0.573	-0.175	-0.173	-0.141
16075	11	28	34	-0.372	-0.451	-0.0609	0.0123	0.0664	-0.0991	-0.48	-0.0807	0.0134	-0.0407
16076	11	28	35	-0.609	-0.743	-0.21	-0.237	-0.098	-0.336	-0.607	-0.182	-0.255	-0.219
16077	11	28	36	-0.346	-0.609	-0.0763	0.0105	0.0487	-0.0849	-0.544	-0.0964	-0.0537	-0.0676
16078	11	28	37	-0.283	-0.569	-0.0647	-0.0526	0.0391	-0.0719	-0.467	-0.0723	-0.0543	-0.0665
16079	11	28	38	-0.198	-0.653	-0.0785	-0.068	0.0156	-0.267	-0.476	-0.111	-0.0927	-0.0545
16080	11	28	39	-0.419	-0.639	-0.154	-0.0975	-0.0143	-0.223	-0.569	-0.215	-0.124	-0.162
16081	11	28	40	-0.103	-0.484	-0.0241	0.024	-0.0312	-0.00228	-0.344	0.032	-0.0255	-0.0257
16082	11	28	41	-0.541	-0.652	-0.0987	-0.049	0.0772	-0.161	-0.604	-0.0996	-0.0419	-0.111
16083	11	28	42	-0.377	-0.508	-0.0691	-0.0206	0.0174	-0.0769	-0.508	-0.0853	-0.0499	-0.0644
16084	11	28	44	-0.478	-0.576	-0.0419	-0.129	0.072	-0.299	-0.553	0.0132	-0.177	-0.0127
16085	11	28	45	-0.131	-0.512	-0.0114	0.013	0.0974	0.101	-0.454	-0.0438	0.0276	-0.0177
16086	11	28	46	-0.354	-0.474	-0.114	0.0892	-0.00676	-0.075	-0.529	-0.0886	-0.194	-0.102
16087	11	28	47	-0.17	-0.46	-0.0907	-0.0839	-0.088	-0.096	-0.443	-0.16	-0.0585	-0.11
16088	11	28	48	-0.221	-0.499	-0.0818	-0.0766	-0.00388	-0.0462	-0.459	-0.0574	-0.0444	-0.115
16089	11	28	49	-0.215	-0.362	-0.0776	-0.073	0.12	-0.159	-0.439	-0.0966	-0.185	-0.0452
16090	11	28	50	-0.437	-0.623	-0.0446	-0.19	0.214	-0.368	-0.537	0.0308	.	-0.0274
16091	11	28	51	-0.328	-0.584	-0.0746	-0.0898	0.0334	-0.164	-0.468	-0.102	-0.0468	-0.0521
16092	11	28	53	-0.471	-0.664	-0.0415	-0.0893	0.158	0.0276	-0.571	-0.0642	0.073	-0.0333
16093	11	28	54	-0.288	-0.476	-0.056	-0.0257	0.00587	-0.2	-0.451	-0.124	-0.0592	-0.0711
16094	11	28	55	-0.409	-0.617	-0.0991	-0.0302	0.0332	-0.24	-0.542	-0.157	-0.0859	-0.0806
16095	11	28	56	-0.301	-0.369	-0.0672	-0.0655	0.0341	-0.22	-0.49	-0.0886	-0.0521	-0.0718
16096	11	29	1	-0.179	-0.497	-0.0723	-0.164	-0.0731	-0.154	-0.391	-0.0427	-0.0362	-0.116
16097	11	29	2	-0.401	-0.641	-0.158	-0.0978	0.0391	-0.397	-0.581	-0.191	.	-0.0675
16098	11	29	4	-0.265	-0.537	-0.0767	-0.114	-0.025	-0.0845	-0.472	-0.086	-0.0851	-0.069
16099	11	29	5	-0.156	-0.519	-0.0531	-0.00825	-0.0753	-0.0102	-0.546	-0.143	-0.0536	-0.0496
16100	11	29	6	-0.398	-0.671	-0.129	-0.179	0.055	-0.0292	-0.51	-0.135	-0.113	-0.122
16101	11	29	8	-0.44	-0.695	-0.115	-0.131	0.00349	-0.0476	-0.579	-0.107	-0.125	-0.129
16102	11	29	9	-0.446	-0.646	-0.0356	-0.0438	0.18	-0.218	-0.558	-0.0387	-0.0619	-0.0344
16103	11	29	10	-0.41	-0.767	-0.182	-0.148	-0.0538	-0.0571	-0.488	-0.203	-0.239	-0.171
16104	11	29	11	-0.599	-0.685	-0.246	-0.171	0.0335	-0.057	-0.709	-0.241	-0.286	-0.37
16105	11	29	12	-0.204	-0.541	-0.102	-0.104	-0.056	-0.0852	-0.456	-0.121	-0.0872	-0.106
16106	11	29	13	-0.255	-0.591	-0.101	-0.14	-0.056	-0.0948	-0.484	-0.104	-0.1	-0.111
16107	11	29	15	-0.199	-0.483	0.0244	0.0137	0.0614	-0.0741	-0.417	-0.0334	0.595	0.101
16108	11	29	16	-0.216	-0.597	0.00816	0.0375	0.00173	0.0495	-0.383	-0.0224	-0.00873	0.00764
16109	11	29	17	-0.427	-0.588	-0.13	-0.103	-0.0365	-0.175	-0.483	-0.195	-0.141	-0.0982
16110	11	29	18	-0.293	-0.745	-0.0526	-0.156	-0.0563	-0.414	-0.477	-0.000697	-0.105	-0.0831
16111	11	29	19	-0.397	-0.67	-0.126	-0.135	-0.176	-0.106	-0.552	-0.159	-0.0726	-0.125
16112	11	29	20	-0.311	-0.658	-0.123	-0.00616	-0.108	-0.284	-0.525	-0.145	-0.149	-0.114
16113	11	29	21	-0.311	-0.613	-0.0885	-0.0829	-0.0623	-0.118	-0.455	-0.151	-0.114	-0.0719
16114	11	29	22	-0.122	-0.507	0.00213	0.00522	-0.0116	0.122	-0.358	-0.0186	0.00862	-0.00034
16115	11	29	23	-0.36	-0.509	-0.133	-0.0737	-0.175	-0.178	-0.509	-0.152	-0.079	-0.155
16116	11	29	24	-0.36	-0.722	-0.115	-0.112	0.0248	-0.205	-0.528	-0.146	-0.0117	-0.0964
16117	11	29	25	-0.324	-0.641	-0.0705	0.00271	0.0614	-0.345	-0.601	-0.119	0.00338	0.0344
16118	11	29	26	-0.411	-0.617	-0.138	-0.0685	-0.0997	-0.123	-0.557	-0.151	-0.101	-0.149
16119	11	29	27	-0.519	-0.805	-0.111	-0.125	-0.0286	-0.188	-0.601	-0.13	-0.165	-0.0967
16120	11	29	28	-0.158	-0.526	-0.05	-0.074	-0.0729	-0.157	-0.38	-0.144	-0.0523	-0.034
16121	11	29	29	-0.303	-0.692	-0.0824	-0.0629	-0.0205	0.0789	-0.461	-0.223	-0.0713	-0.0213
16122	11	29	30	-0.364	-0.434	-0.0603	0.177	-0.00128	-0.267	-0.429	-0.247	0.00163	-0.0841
16123	11	29	31	-0.246	-0.624	-0.0719	-0.03	-0.0531	-0.194	-0.44	-0.0806	-0.0864	-0.0659
16124	11	29	32	-0.264	-0.627	-0.12	-0.0631	-0.0155	-0.169	-0.442	-0.099	-0.111	-0.135
16125	11	29	33	-0.391	-0.693	-0.195	-0.113	-0.141	-0.0539	-0.569	-0.212	-0.206	-0.175
16126	11	29	34	-0.352	-0.487	-0.0819	-0.0514	0.0292	-0.115	-0.473	-0.0996	-0.0198	-0.0648
16127	11	29	35	-0.584	-0.771	-0.228	-0.259	-0.205	-0.38	-0.595	-0.175	-0.274	-0.236
16128	11	29	36	-0.33	-0.64	-0.0939	-0.0297	0.00174	-0.0974	-0.536	-0.108	-0.0759	-0.0916
16129	11	29	37	-0.285	-0.608	-0.0885	-0.106	-0.0142	-0.0781	-0.459	-0.0929	-0.0838	-0.0905
16130	11	29	38	-0.203	-0.633	-0.077	-0.0364	-0.0184	-0.277	-0.472	-0.11	-0.099	-0.052
16131	11	29	39	-0.409	-0.668	-0.179	-0.15	-0.0935	-0.284	-0.563	-0.233	-0.144	-0.195
16132	11	29	40	-0.11	-0.484	-0.048	0.011	-0.111	-0.00195	-0.364	0.00144	-0.0517	-0.0489
16133	11	29	41	-0.517	-0.674	-0.112	-0.093	0.026	-0.146	-0.588	-0.103	-0.0517	-0.13
16134	11	29	42	-0.352	-0.51	-0.0854	-0.069	-0.0339	-0.0848	-0.473	-0.115	-0.0525	-0.0763
16135	11	29	44	-0.436	-0.571	-0.0591	-0.177	-0.0752	-0.311	-0.511	-0.00538	-0.153	-0.0385
16136	11	29	45	-0.138	-0.542	-0.0284	0.00569	0.00891	0.0868	-0.451	-0.0587	0.00977	-0.0351
16137	11	29	46	-0.351	-0.547	-0.13	0.042	-0.0677	-0.0998	-0.523	-0.114	-0.185	-0.121
16138	11	29	47	-0.188	-0.493	-0.0952	-0.0649	-0.12	-0.0984	-0.443	-0.158	-0.0658	-0.114
16139	11	29	48	-0.224	-0.558	-0.102	-0.123	-0.0677	-0.0663	-0.446	-0.0789	-0.0659	-0.134
16140	11	29	49	-0.219	-0.434	-0.0865	-0.0711	0.0762	-0.127	-0.463	-0.113	-0.194	-0.05
16141	11	29	50	-0.415	-0.693	-0.0547	-0.193	0.173	-0.417	-0.532	0.0188	.	-0.0392
16142	11	29	51	-0.327	-0.632	-0.0925	-0.124	-0.0182	-0.15	-0.463	-0.121	-0.0601	-0.0706
16143	11	29	53	-0.445	-0.695	-0.0576	-0.14	0.112	0.0568	-0.544	-0.0749	0.0247	-0.0528
16144	11	29	54	-0.304	-0.498	-0.0769	-0.0284	-0.0802	-0.214	-0.457	-0.149	-0.0774	-0.0933
16145	11	29	55	-0.413	-0.661	-0.112	-0.0677	-0.0247	-0.266	-0.522	-0.166	-0.0934	-0.0958
16146	11	29	56	-0.292	-0.486	-0.101	-0.146	-0.0724	-0.249	-0.479	-0.11	-0.104	-0.107
16147	11	30	1	-0.188	-0.404	-0.117	-0.268	0.0933	-0.177	-0.459	-0.124	-0.0719	-0.161
16148	11	30	2	-0.463	-0.661	-0.236	-0.149	0.151	-0.287	-0.624	-0.261	.	-0.175
16149	11	30	4	-0.299	-0.644	-0.122	-0.104	0.101	-0.119	-0.583	-0.143	-0.125	-0.11
16150	11	30	5	-0.111	-0.479	-0.0829	-0.162	-0.00343	0.0583	-0.568	-0.161	-0.0602	-0.089
16151	11	30	6	-0.425	-0.796	-0.17	-0.185	0.0988	-0.153	-0.597	-0.183	-0.148	-0.153
16152	11	30	8	-0.429	-0.744	-0.164	-0.323	0.136	-0.0928	-0.592	-0.165	-0.16	-0.175
16153	11	30	9	-0.431	-0.78	-0.0623	-0.0172	0.217	-0.162	-0.63	-0.0832	-0.0887	-0.0245
16154	11	30	10	-0.44	-0.669	-0.233	-0.133	0.0225	0.122	-0.57	-0.247	-0.26	-0.228
16155	11	30	12	-0.187	-0.618	-0.139	-0.196	0.0707	-0.124	-0.504	-0.159	-0.121	-0.143
16156	11	30	13	-0.235	-0.626	-0.131	-0.199	0.0698	-0.299	-0.526	-0.146	-0.119	-0.138
16157	11	30	15	-0.211	-0.486	0.00857	-0.00217	0.176	0.263	-0.471	-0.0442	0.521	0.0869
16158	11	30	16	-0.214	-0.849	-0.0638	-0.167	0.0591	0.0381	-0.432	-0.145	-0.0975	-0.0598
16159	11	30	17	-0.444	-0.669	-0.169	-0.166	0.139	-0.319	-0.544	-0.256	-0.176	-0.123
16160	11	30	18	-0.291	-0.813	-0.0797	-0.246	0.16	-0.54	-0.517	-0.0357	-0.128	-0.114
16161	11	30	19	-0.432	-0.866	-0.164	-0.182	-0.0126	-0.17	-0.624	-0.197	-0.122	-0.155
16162	11	30	20	-0.294	-0.258	-0.148	-0.0772	0.0698	-0.411	-0.593	-0.173	-0.214	-0.117
16163	11	30	21	-0.295	-0.557	-0.125	-0.236	0.07	-0.196	-0.504	-0.203	-0.137	-0.115
16164	11	30	22	-0.138	-0.473	-0.0444	-0.089	0.121	0.215	-0.465	-0.0798	-0.0403	-0.0452
16165	11	30	23	-0.37	-0.495	-0.189	-0.218	-0.368	-0.24	-0.558	-0.214	-0.138	-0.212
16166	11	30	24	-0.388	-0.866	-0.155	-0.146	0.149	-0.19	-0.577	-0.193	-0.0486	-0.123
16167	11	30	25	-0.332	-0.811	-0.124	-0.105	-0.144	-0.4	-0.642	-0.178	-0.049	-0.0137
16168	11	30	26	-0.395	-0.715	-0.166	-0.165	0.0382	-0.208	-0.574	-0.196	-0.116	-0.175
16169	11	30	27	-0.497	-0.972	-0.175	-0.281	0.111	-0.177	-0.628	-0.208	-0.226	-0.148
16170	11	30	28	-0.124	-0.603	-0.11	-0.287	0.0862	-0.274	-0.47	-0.193	-0.123	-0.0612
16171	11	30	29	-0.254	-0.775	-0.123	-0.179	0.131	-0.132	-0.486	-0.287	-0.142	-0.0572
16172	11	30	30	-0.457	-0.323	-0.115	0.0594	0.109	-0.687	-0.499	-0.392	-0.0345	-0.149
16173	11	30	31	-0.24	-0.692	-0.0985	-0.198	0.136	-0.173	-0.433	-0.126	-0.0905	-0.0858
16174	11	30	32	-0.241	-0.716	-0.164	-0.0434	0.0946	-0.327	-0.529	-0.153	-0.189	-0.164
16175	11	30	33	-0.347	-0.743	-0.186	-0.21	0.0492	0.108	-0.621	-0.197	-0.146	-0.175
16176	11	30	34	-0.339	-0.635	-0.0981	-0.0336	0.123	-0.209	-0.534	-0.126	-0.0246	-0.0643
16177	11	30	35	-0.614	-0.98	-0.27	-0.344	0.00448	-0.316	-0.663	-0.286	-0.308	-0.274
16178	11	30	36	-0.345	-0.844	-0.12	-0.0787	0.116	-0.165	-0.601	-0.145	-0.0842	-0.111
16179	11	30	37	-0.313	-0.757	-0.141	-0.112	0.0896	-0.208	-0.57	-0.158	-0.125	-0.139
16180	11	30	38	-0.144	-0.691	-0.114	-0.245	0.0496	-0.224	-0.471	-0.158	-0.136	-0.084
16181	11	30	39	-0.436	-0.712	-0.219	-0.214	0.044	-0.621	-0.644	-0.282	-0.195	-0.225
16182	11	30	40	-0.09	-0.561	-0.0633	-0.106	0.0476	0.117	-0.366	-0.00573	-0.0803	-0.0631
16183	11	30	41	-0.568	-0.881	-0.185	-0.0989	0.0905	-0.296	-0.682	-0.197	-0.134	-0.197
16184	11	30	42	-0.349	-0.571	-0.0981	-0.0665	0.111	-0.172	-0.524	-0.151	-0.0335	-0.0796
16185	11	30	44	-0.419	-0.753	-0.142	-0.274	-0.152	-0.599	-0.68	-0.137	-0.235	-0.0803
16186	11	30	45	-0.147	-0.59	-0.0817	-0.108	0.158	-0.0662	-0.498	-0.143	-0.0424	-0.0806
16187	11	30	46	-0.37	-0.606	-0.191	-0.0177	0.0223	-0.358	-0.581	-0.148	-0.315	-0.177
16188	11	30	47	-0.164	-0.53	-0.144	-0.249	-0.0709	-0.0333	-0.45	-0.193	-0.115	-0.164
16189	11	30	48	-0.233	-0.618	-0.136	-0.121	0.0772	-0.174	-0.513	-0.134	-0.0703	-0.162
16190	11	30	49	-0.259	-0.684	-0.17	-0.209	0.145	-0.234	-0.437	-0.187	-0.272	-0.141
16191	11	30	50	-0.434	-0.715	-0.11	-0.358	0.261	-0.305	-0.561	-0.0238	.	-0.093
16192	11	30	51	-0.353	-0.755	-0.133	-0.188	0.0657	-0.121	-0.514	-0.16	-0.109	-0.106
16193	11	30	53	-0.479	-0.836	-0.117	-0.171	0.165	-0.104	-0.646	-0.149	-0.0458	-0.0978
16194	11	30	54	-0.3	-0.401	-0.112	-0.206	0.0934	-0.265	-0.434	-0.209	-0.12	-0.117
16195	11	30	55	-0.437	-0.69	-0.157	-0.155	0.114	-0.345	-0.583	-0.221	-0.159	-0.134
16196	11	30	56	-0.324	-0.521	-0.119	-0.194	0.141	-0.21	-0.512	-0.156	-0.0886	-0.119
16197	12	1	1	-0.178	-0.241	-0.0156	-0.162	0.135	0.0126	-0.351	0.0141	0.0174	-0.0608
16198	12	1	2	-0.479	-0.432	-0.169	-0.0817	0.175	-0.431	-0.64	-0.2	.	-0.12
16199	12	1	4	-0.261	-0.303	-0.0416	-0.116	0.131	-0.129	-0.452	-0.0553	-0.051	-0.0295
16200	12	1	5	-0.156	-0.402	-0.0302	-0.11	-0.0143	0.175	-0.491	-0.0669	-0.0114	-0.0368
16201	12	1	6	-0.421	-0.509	-0.0978	-0.185	0.115	0.033	-0.477	-0.109	-0.0847	-0.0836
16202	12	1	8	-0.428	-0.577	-0.0653	-0.22	0.0557	0.0414	-0.545	-0.0633	-0.0767	-0.0722
16203	12	1	9	-0.413	-0.449	-0.0137	-0.0094	0.238	-0.0854	-0.559	-0.0268	-0.0461	0.0104
16204	12	1	10	-0.394	-0.468	-0.135	-0.113	0.109	-0.0241	-0.387	-0.189	-0.106	-0.11
16205	12	1	12	-0.198	-0.418	-0.0674	-0.149	0.121	-0.144	-0.44	-0.0725	-0.0498	-0.0751
16206	12	1	13	-0.235	-0.403	-0.0461	-0.16	0.0651	-0.0868	-0.473	-0.055	-0.0399	-0.0531
16207	12	1	15	-0.189	-0.46	0.0721	0.0505	0.18	-0.224	-0.397	0.00831	0.619	0.161
16208	12	1	16	-0.205	-0.79	-0.00676	-0.118	0.00206	0.0785	-0.402	-0.195	0.00209	-0.0144
16209	12	1	17	-0.427	-0.406	-0.0926	-0.138	0.19	-0.235	-0.438	-0.17	-0.0905	-0.0533
16210	12	1	18	-0.282	-0.61	-0.0243	-0.206	0.203	-0.725	-0.45	0.0329	-0.0865	-0.0626
16211	12	1	19	-0.369	-0.53	-0.0959	-0.155	0.0126	-0.341	-0.526	-0.128	-0.0402	-0.0875
16212	12	1	20	-0.244	0.917	-0.0535	-0.0403	0.115	-0.276	-0.529	-0.117	-0.109	-0.025
16213	12	1	21	-0.288	-0.401	-0.0329	-0.176	0.112	-0.199	-0.459	-0.105	0.00594	-0.0521
16214	12	1	22	-0.137	-0.323	0.0309	-0.0488	0.167	0.229	-0.311	0.0279	0.0399	0.0288
16215	12	1	23	-0.324	-0.31	-0.117	-0.17	-0.25	0.244	-0.507	-0.121	-0.022	-0.138
16216	12	1	24	-0.348	-0.511	-0.0661	-0.118	0.207	-0.0984	-0.518	-0.101	0.0347	-0.0395
16217	12	1	25	-0.301	-0.471	-0.0514	-0.0628	0.00938	-0.269	-0.579	-0.103	0.0588	0.0542
16218	12	1	26	-0.373	-0.509	-0.106	-0.13	0.0278	-0.0669	-0.531	-0.131	-0.058	-0.111
16219	12	1	27	-0.464	-0.796	-0.0977	-0.219	0.0992	-0.17	-0.567	-0.131	-0.167	-0.0648
16220	12	1	28	-0.174	-0.435	-0.0109	-0.214	0.175	-0.179	-0.407	-0.0531	-0.0126	0.022
16221	12	1	29	-0.295	-0.653	-0.0247	-0.132	0.174	-0.000154	-0.423	-0.207	0.00856	0.0292
16222	12	1	30	-0.409	-0.0743	-0.0363	0.0663	0.156	-0.202	-0.439	-0.296	0.0376	-0.0743
16223	12	1	31	-0.236	-0.481	-0.0239	-0.118	0.0839	-0.13	-0.391	-0.0411	-0.0171	-0.0177
16224	12	1	32	-0.24	-0.362	-0.076	-0.0389	0.131	-0.188	-0.386	-0.0757	-0.107	-0.0655
16225	12	1	33	-0.337	-0.711	-0.132	-0.173	0.0455	0.0969	-0.587	-0.142	-0.0494	-0.119
16226	12	1	34	-0.314	-0.448	-0.0304	-0.0188	0.14	-0.223	-0.452	-0.0529	0.0491	-0.00554
16227	12	1	35	-0.587	-0.808	-0.181	-0.295	0.0709	-0.286	-0.573	-0.155	-0.233	-0.187
16228	12	1	36	-0.296	-0.55	-0.0483	-0.0649	0.142	0.0138	-0.514	-0.066	-0.0226	-0.0463
16229	12	1	37	-0.283	-0.414	-0.0553	-0.104	0.133	-0.0654	-0.492	-0.0628	-0.0664	-0.0493
16230	12	1	38	-0.167	-0.525	-0.0581	-0.155	0.00642	-0.145	-0.432	-0.0966	-0.0751	-0.0323
16231	12	1	39	-0.399	-0.52	-0.154	-0.186	0.0754	-0.461	-0.605	-0.228	-0.139	-0.153
16232	12	1	40	-0.0874	-0.358	0.0104	-0.032	0.0538	-0.0741	-0.246	0.0803	0.00591	0.00482
16233	12	1	41	-0.566	-0.716	-0.107	-0.0992	0.124	-0.0908	-0.53	-0.121	-0.0682	-0.113
16234	12	1	42	-0.308	-0.404	-0.0226	-0.0385	0.158	-0.12	-0.447	-0.0602	0.0764	-0.0129
16235	12	1	44	-0.42	-0.73	-0.0922	-0.234	0.0172	-0.664	-0.621	-0.0936	-0.211	-0.0087
16236	12	1	45	-0.126	-0.347	0.0203	-0.0441	0.213	0.0447	-0.434	-0.0324	0.0637	0.0193
16237	12	1	46	-0.289	-0.438	-0.103	0.0402	0.113	-0.26	-0.458	-0.0421	-0.245	-0.0867
16238	12	1	47	-0.173	-0.373	-0.0924	-0.173	-0.0972	0.00628	-0.408	-0.116	-0.0638	-0.114
16239	12	1	48	-0.219	-0.308	-0.0567	-0.109	0.0974	-0.0349	-0.399	-0.0487	0.00234	-0.085
16240	12	1	49	-0.234	-0.39	-0.0714	-0.169	0.19	-0.22	-0.312	-0.0804	-0.149	-0.0496
16241	12	1	50	-0.46	-0.538	-0.0527	-0.335	0.214	-0.221	-0.496	0.0546	.	-0.0408
16242	12	1	51	-0.334	-0.395	-0.0483	-0.141	0.103	-0.0773	-0.468	-0.0696	-0.0359	-0.0223
16243	12	1	53	-0.465	-0.543	-0.0277	-0.141	0.216	0.0537	-0.469	-0.0529	0.0378	-0.0144
16244	12	1	54	-0.294	-0.432	-0.0429	-0.133	0.126	0.135	-0.407	-0.108	-0.0546	-0.0485
16245	12	1	55	-0.391	-0.455	-0.0899	-0.104	0.136	-0.3	-0.495	-0.139	-0.063	-0.0743
16246	12	1	56	-0.261	-0.802	0.000446	-0.148	0.287	-0.142	-0.425	-0.0357	0.0567	0.00353
16247	12	2	1	-0.148	-0.195	0.0188	-0.148	0.234	0.0732	-0.348	0.0613	0.0466	-0.0265
16248	12	2	2	-0.473	-0.0935	-0.125	-0.0993	0.187	-0.39	-0.584	-0.159	.	-0.0826
16249	12	2	4	-0.226	-0.256	-0.000303	-0.104	0.202	0.0244	-0.407	-0.00463	-0.0229	0.0108
16250	12	2	5	-0.135	-0.391	0.0061	-0.0772	0.0491	0.166	-0.487	-0.0719	0.0336	-0.00364
16251	12	2	6	-0.394	-0.439	-0.0714	-0.175	0.163	0.125	-0.451	-0.0799	-0.0585	-0.0613
16252	12	2	8	-0.438	-0.559	-0.0685	-0.199	0.0617	-0.0175	-0.566	-0.0685	-0.0688	-0.0749
16253	12	2	9	-0.367	-0.392	0.0299	0.00136	0.34	0.000367	-0.51	0.0198	-0.0378	0.0555
16254	12	2	10	-0.405	-0.335	-0.0921	-0.12	0.215	-0.0176	-0.392	-0.146	-0.127	-0.0654
16255	12	2	12	-0.176	-0.41	-0.036	-0.125	0.219	-0.046	-0.421	-0.0368	-0.0212	-0.0431
16256	12	2	13	-0.2	-0.345	-0.0118	-0.136	0.127	0.00636	-0.454	-0.0215	-0.00305	-0.0188
16257	12	2	15	-0.162	-0.406	0.0822	0.0816	0.202	-0.106	-0.349	0.0102	0.609	0.185
16258	12	2	16	-0.202	-0.7	0.0115	-0.107	0.0331	0.0642	-0.376	0.00898	0.0256	0.000843
16259	12	2	17	-0.391	-0.365	-0.0668	-0.125	0.267	-0.0546	-0.434	-0.141	-0.0596	-0.029
